time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.213234,965.3,1369.1,977.2,92.2,2595.4,6.6,4137.2,1.8,930.8,1167.1,2489.2,3829.9,0,-300,-200
0.215234,965.3,1369.0,977.2,92.2,2595.4,6.6,4137.2,1.8,934.4,1162.1,2494.4,3844.3,0,-300,-200
0.217234,965.3,1368.8,977.2,92.3,2595.4,6.6,4137.2,1.8,937.9,1157,2499.5,3858.5,0,-300,-200
0.219234,965.3,1368.7,977.2,92.3,2595.4,6.6,4137.2,1.8,941.3,1151.8,2504.5,3872.6,0,-300,-200
0.221234,965.3,1368.6,977.2,92.3,2595.3,6.6,4137.2,1.8,944.5,1146.5,2509.4,3886.5,0,-300,-200
0.223234,965.3,1368.4,977.2,92.3,2595.3,6.6,4137.2,1.8,947.7,1141.2,2514.1,3900.3,0,-300,-200
0.225234,965.3,1368.3,977.2,92.3,2595.3,6.6,4137.2,1.8,950.7,1135.7,2518.8,3913.8,0,-300,-200
0.227234,965.3,1368.2,977.2,92.3,2595.3,6.6,4137.2,1.8,953.6,1130.2,2523.3,3927.2,0,-300,-200
0.229234,965.3,1368.1,977.2,92.4,2595.3,6.6,4137.2,1.8,956.4,1124.6,2527.7,3940.4,0,-300,-200
0.231234,965.3,1367.9,977.1,92.4,2595.3,6.6,4137.2,1.8,959,1118.9,2531.9,3953.4,0,-300,-200
0.233234,965.4,1367.8,977.1,92.4,2595.3,6.6,4137.2,1.8,961.6,1113.1,2536.1,3966.2,0,-300,-200
0.235234,965.4,1367.7,977.1,92.4,2595.3,6.6,4137.2,1.8,964,1107.3,2540.1,3978.7,0,-300,-200
0.237234,965.4,1367.6,977.1,92.4,2595.3,6.6,4137.2,1.8,966.2,1101.4,2544,3991.1,0,-300,-200
0.239234,965.4,1367.5,977.1,92.4,2595.3,6.6,4137.2,1.8,968.4,1095.5,2547.8,4003.2,0,-300,-200
0.241234,965.4,1367.4,977.1,92.5,2595.3,6.6,4137.2,1.8,970.4,1089.5,2551.5,4015.2,0,-300,-200
0.243234,965.4,1367.2,977.1,92.5,2595.3,6.6,4137.2,1.8,972.3,1083.5,2555.1,4026.9,0,-300,-200
0.245234,965.4,1367.1,977.1,92.5,2595.3,6.6,4137.2,1.8,974.1,1077.5,2558.5,4038.3,0,-300,-200
0.247234,965.4,1367.0,977.1,92.5,2595.3,6.7,4137.2,1.8,975.8,1071.4,2561.9,4049.5,0,-300,-200
0.249234,965.4,1366.9,977.1,92.5,2595.3,6.7,4137.2,1.8,977.3,1065.3,2565.1,4060.5,0,-300,-200
0.251234,965.4,1366.8,977.1,92.5,2595.3,6.7,4137.2,1.8,978.8,1059.2,2568.2,4071.3,0,-300,-200
0.253234,965.4,1366.7,977.1,92.5,2595.3,6.7,4137.2,1.8,980.1,1053,2571.2,4081.8,0,-300,-200
0.255234,965.4,1366.6,977.1,92.6,2595.3,6.7,4137.2,1.8,981.3,1046.9,2574.1,4092,0,-300,-200
0.257234,965.4,1366.5,977.1,92.6,2595.3,6.7,4137.2,1.8,982.4,1040.8,2576.9,4102,0,-300,-200
0.259234,965.4,1366.4,977.1,92.6,2595.3,6.7,4137.2,1.8,983.3,1034.6,2579.6,4111.8,0,-300,-200
0.261234,965.4,1366.3,977.1,92.6,2595.3,6.7,4137.2,1.8,984.2,1028.5,2582.2,4121.3,0,-300,-200
0.263234,965.5,1366.2,977.1,92.6,2595.3,6.7,4137.2,1.8,985,1022.4,2584.6,4130.5,0,-300,-200
0.265234,965.5,1366.1,977.1,92.6,2595.3,6.7,4137.2,1.8,985.6,1016.4,2587,4139.5,0,-300,-200
0.267234,965.5,1366.0,977.1,92.6,2595.3,6.7,4137.2,1.8,986.2,1010.4,2589.3,4148.2,0,-300,-200
0.269234,965.5,1365.9,977.1,92.6,2595.3,6.7,4137.2,1.8,986.6,1004.4,2591.5,4156.7,0,-300,-200
0.271234,965.5,1365.8,977.1,92.7,2595.3,6.7,4137.2,1.8,987,998.4,2593.7,4164.9,0,-300,-200
0.273234,965.5,1365.8,977.1,92.7,2595.3,6.7,4137.2,1.8,987.2,992.6,2595.7,4172.8,0,-300,-200
0.275234,965.5,1365.7,977.1,92.7,2595.3,6.7,4137.2,1.8,987.4,986.8,2597.6,4180.5,0,-300,-200
0.277234,965.5,1365.6,977.1,92.7,2595.3,6.7,4137.2,1.8,987.5,981,2599.5,4187.9,0,-300,-200
0.279234,965.5,1365.5,977.1,92.7,2595.3,6.7,4137.2,1.8,987.4,975.4,2601.3,4195,0,-300,-200
0.281234,965.5,1365.4,977.1,92.7,2595.3,6.7,4137.2,1.8,987.4,969.8,2603,4201.9,0,-300,-200
0.283234,965.5,1365.3,977.1,92.7,2595.2,6.7,4137.2,1.8,987.2,964.3,2604.7,4208.5,0,-300,-200
0.285234,965.5,1365.3,977.1,92.7,2595.2,6.7,4137.2,1.8,986.9,958.9,2606.2,4214.9,0,-300,-200
0.287234,965.5,1365.2,977.1,92.8,2595.2,6.7,4137.2,1.8,986.6,953.6,2607.8,4220.9,0,-300,-200
0.289234,965.5,1365.1,977.1,92.8,2595.2,6.7,4137.2,1.8,986.2,948.4,2609.2,4226.7,0,-300,-200
0.291234,965.5,1365.1,977.1,92.8,2595.2,6.7,4137.2,1.8,985.8,943.3,2610.6,4232.3,0,-300,-200
0.293234,965.5,1365.0,977.1,92.8,2595.2,6.8,4137.2,1.8,985.3,938.4,2611.9,4237.6,0,-300,-200
0.295234,965.5,1364.9,977.1,92.8,2595.2,6.8,4137.2,1.8,984.7,933.6,2613.2,4242.6,0,-300,-200
0.297234,965.5,1364.9,977.1,92.8,2595.2,6.8,4137.2,1.8,984.1,928.9,2614.5,4247.3,0,-300,-200
0.299234,965.5,1364.8,977.1,92.8,2595.2,6.8,4137.2,1.8,983.4,924.3,2615.6,4251.8,0,-300,-200
0.301234,965.6,1364.7,977.1,92.8,2595.2,6.8,4137.2,1.8,982.7,919.9,2616.8,4256.1,0,-300,-200
0.303234,965.6,1364.7,977.1,92.8,2595.2,6.8,4137.2,1.8,981.9,915.7,2617.9,4260.1,0,-300,-200
0.305234,965.6,1364.6,977.1,92.8,2595.2,6.8,4137.2,1.8,981.1,911.6,2618.9,4263.8,0,-300,-200
0.307234,965.6,1364.6,977.1,92.8,2595.2,6.8,4137.2,1.8,980.2,907.7,2619.9,4267.3,0,-300,-200
0.309234,965.6,1364.5,977.1,92.9,2595.2,6.8,4137.2,1.8,979.4,903.9,2620.9,4270.5,0,-300,-200
0.311234,965.6,1364.5,977.0,92.9,2595.2,6.8,4137.2,1.8,978.4,900.3,2621.9,4273.5,0,-300,-200
0.313234,965.6,1364.4,977.0,92.9,2595.2,6.8,4137.2,1.8,977.5,896.9,2622.8,4276.2,0,-300,-200
0.315234,965.6,1364.4,977.0,92.9,2595.2,6.8,4137.2,1.8,976.6,893.7,2623.7,4278.7,0,-300,-200
0.317234,965.6,1364.3,977.0,92.9,2595.2,6.8,4137.2,1.8,975.6,890.6,2624.5,4280.9,0,-300,-200
0.319234,965.6,1364.3,977.0,92.9,2595.2,6.8,4137.2,1.8,974.6,887.8,2625.4,4282.9,0,-300,-200
0.321234,965.6,1364.2,977.0,92.9,2595.2,6.8,4137.2,1.8,973.6,885.1,2626.2,4284.6,0,-300,-200
0.323234,965.6,1364.2,977.0,92.9,2595.2,6.8,4137.2,1.8,972.6,882.7,2626.9,4286.1,0,-300,-200
0.325234,965.6,1364.1,977.0,92.9,2595.2,6.8,4137.2,1.8,971.6,880.4,2627.7,4287.4,0,-300,-200
0.327234,965.6,1364.1,977.0,92.9,2595.2,6.8,4137.2,1.8,970.6,878.3,2628.5,4288.5,0,-300,-200
0.329234,965.6,1364.1,977.0,92.9,2595.2,6.8,4137.2,1.8,969.6,876.5,2629.2,4289.3,0,-300,-200
0.331234,965.6,1364.0,977.0,92.9,2595.2,6.8,4137.2,1.8,968.6,874.9,2629.9,4289.9,0,-300,-200
0.333234,965.6,1364.0,977.0,92.9,2595.2,6.8,4137.2,1.8,967.6,873.4,2630.6,4290.3,0,-300,-200
0.335234,965.6,1364.0,977.0,92.9,2595.2,6.8,4137.2,1.8,966.6,872.2,2631.3,4290.4,0,-300,-200
0.337234,965.6,1363.9,977.0,92.9,2595.2,6.8,4137.2,1.8,965.6,871.2,2631.9,4290.4,0,-300,-200
0.339234,965.6,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,964.7,870.5,2632.5,4290.1,0,-300,-200
0.341234,965.6,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,963.8,869.9,2633.2,4289.6,0,-300,-200
0.343234,965.6,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,962.8,869.6,2633.8,4288.9,0,-300,-200
0.345234,965.6,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,962,869.4,2634.4,4288,0,-300,-200
0.347234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,961.1,869.5,2634.9,4286.8,0,-300,-200
0.349234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,960.3,869.9,2635.5,4285.5,0,-300,-200
0.351234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,959.5,870.4,2636,4284,0,-300,-200
0.353234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,958.7,871.2,2636.5,4282.3,0,-300,-200
0.355234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,958,872.2,2637,4280.4,0,-300,-200
0.357234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,957.3,873.3,2637.5,4278.3,0,-300,-200
0.359234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,956.6,874.8,2637.9,4276,0,-300,-200
0.361234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,956,876.4,2638.4,4273.5,0,-300,-200
0.363234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,955.4,878.2,2638.7,4270.9,0,-300,-200
0.365234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,954.9,880.3,2639.1,4268,0,-300,-200
0.367234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,954.4,882.5,2639.4,4265,0,-300,-200
0.369234,965.7,1363.8,977.0,93.0,2595.2,6.8,4137.2,1.8,954,885,2639.7,4261.8,0,-300,-200
0.371234,965.7,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,953.5,887.6,2639.9,4258.4,0,-300,-200
0.373234,965.7,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,953.2,890.5,2640.1,4254.9,0,-300,-200
0.375234,965.7,1363.9,977.0,93.0,2595.2,6.8,4137.2,1.8,952.9,893.5,2640.3,4251.2,0,-300,-200
0.377234,965.7,1363.9,977.0,93.0,2595.1,6.8,4137.2,1.8,952.6,896.8,2640.4,4247.3,0,-300,-200
0.379234,965.7,1363.9,977.0,93.0,2595.1,6.8,4137.2,1.8,952.4,900.2,2640.4,4243.3,0,-300,-200
0.381234,965.7,1364.0,977.0,93.0,2595.1,6.8,4137.2,1.8,952.2,903.8,2640.4,4239.1,0,-300,-200
0.383234,965.7,1364.0,977.0,93.0,2595.1,6.8,4137.2,1.8,952,907.6,2640.4,4234.7,0,-300,-200
0.385234,965.7,1364.0,977.0,93.0,2595.1,6.8,4137.2,1.8,951.9,911.5,2640.2,4230.2,0,-300,-200
0.387234,965.7,1364.1,977.0,93.0,2595.1,6.8,4137.2,1.8,951.9,915.6,2640,4225.5,0,-300,-200
0.389234,965.7,1364.1,977.0,93.0,2595.1,6.8,4137.2,1.8,951.9,919.9,2639.8,4220.7,0,-300,-200
0.391234,965.7,1364.2,977.0,93.0,2595.1,6.8,4137.2,1.8,951.9,924.3,2639.4,4215.7,0,-300,-200
0.393234,965.7,1364.2,977.0,93.0,2595.1,6.8,4137.2,1.8,952,928.9,2639,4210.6,0,-300,-200
0.395234,965.7,1364.3,977.0,93.0,2595.1,6.8,4137.2,1.8,952.1,933.6,2638.5,4205.3,0,-300,-200
0.397234,965.7,1364.3,977.0,93.0,2595.1,6.8,4137.2,1.8,952.2,938.4,2637.9,4199.9,0,-300,-200
0.399234,965.7,1364.4,977.0,93.0,2595.1,6.8,4137.2,1.8,952.4,943.4,2637.2,4194.3,0,-300,-200
0.401234,965.7,1364.4,977.0,93.0,2595.1,6.8,4137.2,1.8,952.6,948.4,2636.4,4188.5,0,-300,-200
0.403234,965.7,1364.5,977.0,93.0,2595.1,6.8,4137.2,1.8,952.8,953.6,2635.5,4182.7,0,-300,-200
0.405234,965.7,1364.6,977.0,92.9,2595.1,6.8,4137.2,1.8,953.1,958.9,2634.5,4176.7,0,-300,-200
0.407234,965.7,1364.6,977.0,92.9,2595.1,6.8,4137.2,1.8,953.4,964.3,2633.3,4170.5,0,-300,-200
0.409234,965.7,1364.7,977.0,92.9,2595.1,6.8,4137.2,1.8,953.7,969.8,2632.1,4164.2,0,-300,-200
0.411234,965.7,1364.8,977.0,92.9,2595.1,6.8,4137.2,1.8,954.1,975.4,2630.7,4157.8,0,-300,-200
0.413234,965.7,1364.9,977.0,92.9,2595.1,6.8,4137.2,1.8,954.4,981,2629.2,4151.2,0,-300,-200
0.415234,965.7,1365.0,977.0,92.9,2595.1,6.8,4137.2,1.8,954.8,986.7,2627.6,4144.5,0,-300,-200
0.417234,965.7,1365.1,977.0,92.9,2595.1,6.8,4137.2,1.8,955.2,992.5,2625.8,4137.6,0,-300,-200
0.419234,965.7,1365.2,977.0,92.9,2595.1,6.8,4137.2,1.8,955.6,998.3,2623.8,4130.6,0,-300,-200
0.421234,965.7,1365.3,977.0,92.9,2595.1,6.8,4137.2,1.8,956.1,1004.2,2621.8,4123.5,0,-300,-200
0.423234,965.7,1365.4,977.0,92.9,2595.1,6.8,4137.2,1.8,956.5,1010,2619.5,4116.2,0,-300,-200
0.425234,965.7,1365.5,977.0,92.9,2595.1,6.8,4137.2,1.8,956.9,1016,2617.1,4108.9,0,-300,-200
0.427234,965.7,1365.6,977.0,92.8,2595.1,6.8,4137.2,1.8,957.4,1021.9,2614.6,4101.3,0,-300,-200
0.429234,965.7,1365.7,977.0,92.8,2595.1,6.8,4137.2,1.8,957.8,1027.8,2611.9,4093.7,0,-300,-200
0.431234,965.7,1365.9,977.0,92.8,2595.1,6.8,4137.2,1.8,958.2,1033.8,2608.9,4085.9,0,-300,-200
0.433234,965.7,1366.0,977.0,92.8,2595.1,6.7,4137.2,1.8,958.7,1039.7,2605.9,4078,0,-300,-200
0.435234,965.7,1366.1,977.0,92.8,2595.1,6.7,4137.2,1.8,959.1,1045.6,2602.6,4069.9,0,-300,-200
0.437234,965.7,1366.3,977.0,92.8,2595.1,6.7,4137.2,1.8,959.5,1051.5,2599.1,4061.8,0,-300,-200
0.439234,965.7,1366.4,977.0,92.8,2595.1,6.7,4137.2,1.8,959.8,1057.3,2595.5,4053.4,0,-300,-200
0.441234,965.7,1366.6,977.0,92.8,2595.1,6.7,4137.2,1.8,960.2,1063.1,2591.6,4045,0,-300,-200
0.443234,965.7,1366.8,977.0,92.7,2595.1,6.7,4137.2,1.8,960.5,1068.9,2587.6,4036.4,0,-300,-200
0.445234,965.7,1366.9,977.0,92.7,2595.1,6.7,4137.2,1.8,960.8,1074.6,2583.3,4027.8,0,-300,-200
0.447234,965.7,1367.1,977.0,92.7,2595.1,6.7,4137.2,1.8,961.1,1080.2,2578.8,4018.9,0,-300,-200
0.449234,965.8,1367.3,977.0,92.7,2595.1,6.7,4137.2,1.8,961.3,1085.8,2574.2,4010,0,-300,-200
0.451234,965.8,1367.5,977.0,92.7,2595.1,6.7,4137.2,1.8,961.5,1091.3,2569.3,4000.9,0,-300,-200
0.453234,965.8,1367.7,977.0,92.6,2595.1,6.7,4137.2,1.8,961.6,1096.7,2564.1,3991.7,0,-300,-200
0.455234,965.8,1367.9,977.0,92.6,2595.1,6.7,4137.2,1.8,961.7,1101.9,2558.8,3982.4,0,-300,-200
0.457234,965.8,1368.1,977.0,92.6,2595.1,6.7,4137.2,1.8,961.8,1107.1,2553.2,3973,0,-300,-200
0.459234,965.8,1368.3,977.0,92.6,2595.1,6.7,4137.2,1.8,961.7,1112.2,2547.4,3963.4,0,-300,-200
0.461234,965.8,1368.5,977.0,92.6,2595.1,6.6,4137.2,1.8,961.7,1117.2,2541.4,3953.7,0,-300,-200
0.463234,965.8,1368.8,977.0,92.5,2595.1,6.6,4137.2,1.8,961.5,1122,2535.1,3943.9,0,-300,-200
0.465234,965.8,1369.0,977.0,92.5,2595.1,6.6,4137.2,1.8,961.3,1126.7,2528.6,3933.9,0,-300,-200
0.467234,965.8,1369.3,977.0,92.5,2595.1,6.6,4137.2,1.8,961,1131.3,2521.9,3923.9,0,-300,-200
0.469234,965.8,1369.5,977.0,92.5,2595.1,6.6,4137.2,1.8,960.7,1135.7,2514.9,3913.7,0,-300,-200
0.471234,965.8,1369.8,977.0,92.4,2595.1,6.6,4137.2,1.8,960.3,1139.9,2507.7,3903.4,0,-300,-200
0.473234,965.8,1370.1,977.0,92.4,2595.1,6.6,4137.2,1.8,959.8,1144,2500.2,3893,0,-300,-200
0.475234,965.8,1370.4,977.0,92.4,2595.2,6.6,4137.2,1.8,959.2,1148,2492.5,3882.4,0,-300,-200
0.477234,965.8,1370.7,977.0,92.3,2595.2,6.6,4137.2,1.8,958.5,1151.8,2484.6,3871.8,0,-300,-200
