client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
86bc1e2f3b792ef70525b7ef2cc6213cc0b2d8f8d5e745b4f60f67afd480027a20e6e6837c754ab68a0b5dc8c785dd5ec679d4d9d34a41f55873e6cd17310752	common_voice_fi_29825758.mp3	Näky oli tavallinen sodanjälkeisessä maailmassa.	4	0	twenties	other	Native,Espoo,Helsinki	fi	
bf934c071183c9816f8e49c87c9e70303c29af20e8992576c0c7f84de798b54c4056f4364f2418d5bb26484e518b12861999b45291cec17ded171e8639b529c1	common_voice_fi_28591212.mp3	Tulokset tulee vast tasalta.	2	0				fi	
bf934c071183c9816f8e49c87c9e70303c29af20e8992576c0c7f84de798b54c4056f4364f2418d5bb26484e518b12861999b45291cec17ded171e8639b529c1	common_voice_fi_28591773.mp3	Nancy starttasi sukkulan.	2	0				fi	
efafce615d13af4bd86a6845e65abfa96ca12c2be81fd7a6b79bcd2e3f92df3247ca2e304305561813e642ae615a29b1f856dd08213ac2a85ca57cf135e2a993	common_voice_fi_25976939.mp3	Siihen asti kaupunki oli kehittynyt koko aika uusien innovaatioiden seurauksena.	2	0	thirties	female		fi	
efafce615d13af4bd86a6845e65abfa96ca12c2be81fd7a6b79bcd2e3f92df3247ca2e304305561813e642ae615a29b1f856dd08213ac2a85ca57cf135e2a993	common_voice_fi_25976999.mp3	Mutta korvissa soittaa.	2	0	thirties	female		fi	
5061d19311e889e02b1a46d607d630f38f6891ca7e7fa61c8f4ec95f4289b5a15de63fcfae8ac77052d0afff7438977add8bd8c30ed30ec3a4676d3525260536	common_voice_fi_25068396.mp3	Tämän planeetan olemassaolo saattoi hyvinkin olla hallituksen tiedossa, toisin kuin Hydruksen olemassaolo.	2	0				fi	
5061d19311e889e02b1a46d607d630f38f6891ca7e7fa61c8f4ec95f4289b5a15de63fcfae8ac77052d0afff7438977add8bd8c30ed30ec3a4676d3525260536	common_voice_fi_25068398.mp3	Eikä ilmassakaan havaittu haitallisia kaasuja tai bakteereita.	2	0				fi	
5061d19311e889e02b1a46d607d630f38f6891ca7e7fa61c8f4ec95f4289b5a15de63fcfae8ac77052d0afff7438977add8bd8c30ed30ec3a4676d3525260536	common_voice_fi_25068399.mp3	Missäköhän kaikki vaatteeni ovat?	2	1				fi	
5f23a0043883e4c0646a6a1a7f14ec0d4c625a366cd0b7881d277b33d2b5ebef128d992b6cb011aad4f3c75dcffa81d20f6a469d871974efd392df3b563d1905	common_voice_fi_24987958.mp3	Talossa oli suuri suru.	2	1				fi	
5f23a0043883e4c0646a6a1a7f14ec0d4c625a366cd0b7881d277b33d2b5ebef128d992b6cb011aad4f3c75dcffa81d20f6a469d871974efd392df3b563d1905	common_voice_fi_24987961.mp3	Äänestimme sen vuoksi tämän mietinnön puolesta.	2	1				fi	
5f23a0043883e4c0646a6a1a7f14ec0d4c625a366cd0b7881d277b33d2b5ebef128d992b6cb011aad4f3c75dcffa81d20f6a469d871974efd392df3b563d1905	common_voice_fi_24987962.mp3	Vanha, tuttu huone, tuttuja esineitä kaikki.	2	1				fi	
1bdad810ead04a8cdba327035dbf71f42291b8f58828fa7ea3254db5e1c3e0ac1ca5ca2a1bee6624ff8a3c522e49d03cfa20a2c41331e19dd1fba7df44856ef4	common_voice_fi_25206191.mp3	Ovatko nämä helmet ekologisesti tuotettuja?	2	0				fi	
1bdad810ead04a8cdba327035dbf71f42291b8f58828fa7ea3254db5e1c3e0ac1ca5ca2a1bee6624ff8a3c522e49d03cfa20a2c41331e19dd1fba7df44856ef4	common_voice_fi_25206192.mp3	Nyt kuuluu airojen vingahtelua.	2	0				fi	
1bdad810ead04a8cdba327035dbf71f42291b8f58828fa7ea3254db5e1c3e0ac1ca5ca2a1bee6624ff8a3c522e49d03cfa20a2c41331e19dd1fba7df44856ef4	common_voice_fi_25206193.mp3	"""Malik, mä haluisin, et sä menisit kerää näytteit läheisen meren rannalt."	2	0				fi	
1bdad810ead04a8cdba327035dbf71f42291b8f58828fa7ea3254db5e1c3e0ac1ca5ca2a1bee6624ff8a3c522e49d03cfa20a2c41331e19dd1fba7df44856ef4	common_voice_fi_25206194.mp3	Äänestin mietinnön puolesta, mutta mistä syystä?	2	0				fi	
1e2faf7b8b5e4b68ab1f152509015b7e74c3fbf9fcdbb928316ead1fa94518ea90676c4ea09b0e0675fd09c1bfc420f252068ae9ecd1ec8d32406219df0fc1bd	common_voice_fi_25267214.mp3	Knut vilkaisi merkitsevästi Harishin suuntaan ja jatkoi:	2	1				fi	
1e2faf7b8b5e4b68ab1f152509015b7e74c3fbf9fcdbb928316ead1fa94518ea90676c4ea09b0e0675fd09c1bfc420f252068ae9ecd1ec8d32406219df0fc1bd	common_voice_fi_25267215.mp3	Se toitottaa kuin vaskitorvi.	2	0				fi	
1e2faf7b8b5e4b68ab1f152509015b7e74c3fbf9fcdbb928316ead1fa94518ea90676c4ea09b0e0675fd09c1bfc420f252068ae9ecd1ec8d32406219df0fc1bd	common_voice_fi_25267216.mp3	Piilee kuin mäyrä omassa kolossaan.	2	0				fi	
1e2faf7b8b5e4b68ab1f152509015b7e74c3fbf9fcdbb928316ead1fa94518ea90676c4ea09b0e0675fd09c1bfc420f252068ae9ecd1ec8d32406219df0fc1bd	common_voice_fi_25267217.mp3	Kukapa olisi koskaan kuullutkaan roboteista?	2	0				fi	
6c2eb9ca142760ab9fef4bf496d773f7a3700a08a944182e216807c90e129a0b885af6cd28cacc6d70b3b663470dcc97b1c3dff66b0a8e04466a63b2c41d1d30	common_voice_fi_25657540.mp3	Äänestimme yhteisiä jäsenten asemaa koskevia sääntöjä koskevaa ehdotusta vastaan.	2	0				fi	
6c2eb9ca142760ab9fef4bf496d773f7a3700a08a944182e216807c90e129a0b885af6cd28cacc6d70b3b663470dcc97b1c3dff66b0a8e04466a63b2c41d1d30	common_voice_fi_25657542.mp3	Alkaa olla jo hämärä.	2	0				fi	
6c2eb9ca142760ab9fef4bf496d773f7a3700a08a944182e216807c90e129a0b885af6cd28cacc6d70b3b663470dcc97b1c3dff66b0a8e04466a63b2c41d1d30	common_voice_fi_25657543.mp3	Aloin kammeta itseään ylös sängystä.	2	0				fi	
6c2eb9ca142760ab9fef4bf496d773f7a3700a08a944182e216807c90e129a0b885af6cd28cacc6d70b3b663470dcc97b1c3dff66b0a8e04466a63b2c41d1d30	common_voice_fi_25657962.mp3	Äänestämme siten näiden kaikkien syiden takia tämän sopimuksen ratifiointia vastaan.	2	0				fi	
7a3a07ab971add21124f82d9c44d813ec44c57bd20b2524e2470cc51dacc24b968b42984a078887974c826a9837987710f7edd184f7df562ca173fca82cbcb82	common_voice_fi_25207889.mp3	Arvoisa juhlayleisö	2	0				fi	
7a3a07ab971add21124f82d9c44d813ec44c57bd20b2524e2470cc51dacc24b968b42984a078887974c826a9837987710f7edd184f7df562ca173fca82cbcb82	common_voice_fi_25207890.mp3	Äänestän neuvoston hyväksymän paketin puolesta.	2	0				fi	
7a3a07ab971add21124f82d9c44d813ec44c57bd20b2524e2470cc51dacc24b968b42984a078887974c826a9837987710f7edd184f7df562ca173fca82cbcb82	common_voice_fi_25207891.mp3	Aletaanko seuraavaksi keskustella perhepolitiikasta?	2	0				fi	
7a3a07ab971add21124f82d9c44d813ec44c57bd20b2524e2470cc51dacc24b968b42984a078887974c826a9837987710f7edd184f7df562ca173fca82cbcb82	common_voice_fi_25207892.mp3	Mutta heidän suunnittelunsa oli minulle vain taustamelua.	2	0				fi	
853be29c9e4099dbb996c6be8a77aa0613da091ed300f0684da53d6a0d099f9e2fe622908e8bb49dd71727f6913095566e06c517ec2486f1b438f54f9014d971	common_voice_fi_25767340.mp3	Yhtyeessä ei ollut perinteistä tähtisolistia, vaan yhtyettä seurattiin kokonaisuutena vaikkakin eri jäsenillä oli ihailijoita	2	0				fi	
853be29c9e4099dbb996c6be8a77aa0613da091ed300f0684da53d6a0d099f9e2fe622908e8bb49dd71727f6913095566e06c517ec2486f1b438f54f9014d971	common_voice_fi_25767341.mp3	Äänestimme luonnollisesti mietinnön puolesta.	2	0				fi	
853be29c9e4099dbb996c6be8a77aa0613da091ed300f0684da53d6a0d099f9e2fe622908e8bb49dd71727f6913095566e06c517ec2486f1b438f54f9014d971	common_voice_fi_25767342.mp3	Äänestäkäämme hänen tarkistuksestaan sellaisena kuin se on laadittu.	2	0				fi	
853be29c9e4099dbb996c6be8a77aa0613da091ed300f0684da53d6a0d099f9e2fe622908e8bb49dd71727f6913095566e06c517ec2486f1b438f54f9014d971	common_voice_fi_25767343.mp3	Se tapahtui loppuviikosta vain päivää ennen, kun hän vajosi koomaan ja nukkui pois.	2	0				fi	
8dc3605423ba491ca668f61175539c2b3ececbf7f197b3d4fa6f77aac8439bdb6dc7404ba4d1ed16e1015de50d4515c8ee1754e2a265933c777a29cc94922a37	common_voice_fi_24141221.mp3	Äänestämme nyt äänestyksen lykkäämistä koskevasta kollegamme ehdotuksesta.	2	0				fi	
8dc3605423ba491ca668f61175539c2b3ececbf7f197b3d4fa6f77aac8439bdb6dc7404ba4d1ed16e1015de50d4515c8ee1754e2a265933c777a29cc94922a37	common_voice_fi_24141222.mp3	Äänemme kaikuvat kuuroille korville, elleivät ne saa seurakseen tarvittavaa poliittista tahtoa.	2	0				fi	
8dc3605423ba491ca668f61175539c2b3ececbf7f197b3d4fa6f77aac8439bdb6dc7404ba4d1ed16e1015de50d4515c8ee1754e2a265933c777a29cc94922a37	common_voice_fi_24141223.mp3	Nyt vasta loppusuoritukseni alkaa.	2	1				fi	
8dc3605423ba491ca668f61175539c2b3ececbf7f197b3d4fa6f77aac8439bdb6dc7404ba4d1ed16e1015de50d4515c8ee1754e2a265933c777a29cc94922a37	common_voice_fi_24141224.mp3	Tytöt tulivat virkeiksi, hyppivät ja iloitsivat.	2	0				fi	
8fc544a01d796da0035b06a138c36262f36af8bd2535ebe4a524887bcadb4eff653f2e3f408eabf2dd91ba23e0b3dac57a6ee8fd86f4120a8c95e302ce5ae985	common_voice_fi_24932718.mp3	Vieraita Ventukselle	2	0				fi	
8fc544a01d796da0035b06a138c36262f36af8bd2535ebe4a524887bcadb4eff653f2e3f408eabf2dd91ba23e0b3dac57a6ee8fd86f4120a8c95e302ce5ae985	common_voice_fi_24932719.mp3	Onko se kalevalaisen metsän sinipiika?	2	0				fi	
8fc544a01d796da0035b06a138c36262f36af8bd2535ebe4a524887bcadb4eff653f2e3f408eabf2dd91ba23e0b3dac57a6ee8fd86f4120a8c95e302ce5ae985	common_voice_fi_24932720.mp3	Mikko lämmitti saunaa	2	0				fi	
8fc544a01d796da0035b06a138c36262f36af8bd2535ebe4a524887bcadb4eff653f2e3f408eabf2dd91ba23e0b3dac57a6ee8fd86f4120a8c95e302ce5ae985	common_voice_fi_24932721.mp3	Taas ei kuulu mitään.	2	0				fi	
af752e536f2b94b3a6ec8915ca6ed94eeac482296426463ccdcd30424cff28dce69f5197321dc470bdc5d64316d4126cc94cd9daab08395fe6d4697a9b196197	common_voice_fi_24745366.mp3	Mitenkä tässä on ennättänyt sitä keitellä?	2	0				fi	
af752e536f2b94b3a6ec8915ca6ed94eeac482296426463ccdcd30424cff28dce69f5197321dc470bdc5d64316d4126cc94cd9daab08395fe6d4697a9b196197	common_voice_fi_24745367.mp3	Raivo otti vihkosen käsiinsä tarkisteltavaksi ja avasi ensimmäisen sivun.	2	0				fi	
af752e536f2b94b3a6ec8915ca6ed94eeac482296426463ccdcd30424cff28dce69f5197321dc470bdc5d64316d4126cc94cd9daab08395fe6d4697a9b196197	common_voice_fi_24745368.mp3	Äänestimme erikseen neljännestä, mutta emme viidennestä luetelmakohdasta.	2	0				fi	
af752e536f2b94b3a6ec8915ca6ed94eeac482296426463ccdcd30424cff28dce69f5197321dc470bdc5d64316d4126cc94cd9daab08395fe6d4697a9b196197	common_voice_fi_24745369.mp3	Luin tänään mielenkiintoisen artikkelin.	2	0				fi	
0d264f94f4ce69223b133fc134474fcf59222ab42e02209bceefa7379663bcf4248e95dba3412bb1362737548e7a4545c14a9f8b891d27b56e32d943615b7696	common_voice_fi_25084684.mp3	Sisällä oli juurikin hyvä.	2	0				fi	
0d264f94f4ce69223b133fc134474fcf59222ab42e02209bceefa7379663bcf4248e95dba3412bb1362737548e7a4545c14a9f8b891d27b56e32d943615b7696	common_voice_fi_25084685.mp3	Malakias on lähestynyt moottoria.	2	0				fi	
0d264f94f4ce69223b133fc134474fcf59222ab42e02209bceefa7379663bcf4248e95dba3412bb1362737548e7a4545c14a9f8b891d27b56e32d943615b7696	common_voice_fi_25084686.mp3	Äänestin itse asiassa koko mietinnön puolesta.	2	0				fi	
0d264f94f4ce69223b133fc134474fcf59222ab42e02209bceefa7379663bcf4248e95dba3412bb1362737548e7a4545c14a9f8b891d27b56e32d943615b7696	common_voice_fi_25084687.mp3	Aapeli kylpee vielä.	2	0				fi	
0d264f94f4ce69223b133fc134474fcf59222ab42e02209bceefa7379663bcf4248e95dba3412bb1362737548e7a4545c14a9f8b891d27b56e32d943615b7696	common_voice_fi_25084688.mp3	Runonlaulaja on henkilö, joka esittää laulurunoja	2	0				fi	
0dd7f1aae27eb7de6ce409d44e328c8435ceee8e015c3584bbba0777e14c24ff5f02664b51a46a0a1a1ac08424ef2acadcc7de408240f51103e6c9c3b7c94f27	common_voice_fi_24996682.mp3	Hän harppailee kiireesti miesten aitan luokse.	2	0				fi	
0dd7f1aae27eb7de6ce409d44e328c8435ceee8e015c3584bbba0777e14c24ff5f02664b51a46a0a1a1ac08424ef2acadcc7de408240f51103e6c9c3b7c94f27	common_voice_fi_24996683.mp3	Mutta nyt minun oli noustava tekemään perheelleni aamupalaa.	2	0				fi	
0dd7f1aae27eb7de6ce409d44e328c8435ceee8e015c3584bbba0777e14c24ff5f02664b51a46a0a1a1ac08424ef2acadcc7de408240f51103e6c9c3b7c94f27	common_voice_fi_24996684.mp3	Suomalaisen kansanrunouden juuret ulottuvat pitkälle esihistoriaan	2	0				fi	
0dd7f1aae27eb7de6ce409d44e328c8435ceee8e015c3584bbba0777e14c24ff5f02664b51a46a0a1a1ac08424ef2acadcc7de408240f51103e6c9c3b7c94f27	common_voice_fi_24996685.mp3	Takaapäin tulleen ampujan luodeista ensimmäinen osui pääministeriä selkään haavoittaen häntä vaikeasti	2	0				fi	
0dd7f1aae27eb7de6ce409d44e328c8435ceee8e015c3584bbba0777e14c24ff5f02664b51a46a0a1a1ac08424ef2acadcc7de408240f51103e6c9c3b7c94f27	common_voice_fi_24996686.mp3	Ja sen neidinkin perässä.	2	0				fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651907.mp3	Arkit kun ovat näes elementtirakenteisia.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651908.mp3	Jäin aluksen sisään, mutta kuulin oven läpi, että ulkopuolella alkoi tapahtua.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651909.mp3	En ymmärrä, voisitko toistaa	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651910.mp3	Äänestin kuitenkin mietintöä vastaan, koska siinä puolletaan aborttia.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651911.mp3	Hänellä oli omia hinaajia ja proomuja, jotka kuljettivat puuta Laatokan yli Pietariin	2	0	twenties	female		fi	
2cdf1caf07ba70e13e86bed28d67bc25e0d23ac95781fe98837a45eeea983889561d4a5bb89fcce07273c4b1c3ed4f70353b89dada41f0b63d39dd4c2374850f	common_voice_fi_25253916.mp3	Pöydällä oli nauhuri, josta kuului taas ammuntaa.	2	0				fi	
2cdf1caf07ba70e13e86bed28d67bc25e0d23ac95781fe98837a45eeea983889561d4a5bb89fcce07273c4b1c3ed4f70353b89dada41f0b63d39dd4c2374850f	common_voice_fi_25253917.mp3	Joko hän sekoili vielä nestehukkansa takia tai lonkeroisissa oli jotain todella omituista.	2	0				fi	
2cdf1caf07ba70e13e86bed28d67bc25e0d23ac95781fe98837a45eeea983889561d4a5bb89fcce07273c4b1c3ed4f70353b89dada41f0b63d39dd4c2374850f	common_voice_fi_25253918.mp3	Eikä tuo tosiaan vielä väsytäkään.	2	0				fi	
2cdf1caf07ba70e13e86bed28d67bc25e0d23ac95781fe98837a45eeea983889561d4a5bb89fcce07273c4b1c3ed4f70353b89dada41f0b63d39dd4c2374850f	common_voice_fi_25253919.mp3	Herrat ovat liitossa, ja Pönkönen.	2	0				fi	
2cdf1caf07ba70e13e86bed28d67bc25e0d23ac95781fe98837a45eeea983889561d4a5bb89fcce07273c4b1c3ed4f70353b89dada41f0b63d39dd4c2374850f	common_voice_fi_25253920.mp3	Kaiken kaikkiaan minusta kuulosti siltä, että meillä oli kasassa hyvä tiimi;	2	0				fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715955.mp3	en saisi kertoa heille kaikkea.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715956.mp3	Äänestäessämme tänään energiatehokkuudesta harppaamme todellisen askeleen eteenpäin.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715957.mp3	Perunat ovat aikoja sitten keitetyt.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715958.mp3	Liisa oli mielestään kuin turvan takana.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715959.mp3	Ääneni rekisteröitiin niin, että puolsin hallitustenvälistä konferenssia koskevaa päätöslauselmaa.	2	0	twenties	male		fi	
566739d40118e6d8d63810c2d0ae004877d24ed3cbfe5dbbf06b062fbd0d6089612f5756e68565cd9cf6f360c26e853304ef7dd6eaaf04fe992a2ff30ea52885	common_voice_fi_23719531.mp3	Heinä kasvaa niityillä.	2	0				fi	
566739d40118e6d8d63810c2d0ae004877d24ed3cbfe5dbbf06b062fbd0d6089612f5756e68565cd9cf6f360c26e853304ef7dd6eaaf04fe992a2ff30ea52885	common_voice_fi_23719532.mp3	Tietenkään Hydruksen otukset eivät voineet olla toisilleen näkymättömiä!	2	0				fi	
566739d40118e6d8d63810c2d0ae004877d24ed3cbfe5dbbf06b062fbd0d6089612f5756e68565cd9cf6f360c26e853304ef7dd6eaaf04fe992a2ff30ea52885	common_voice_fi_23719534.mp3	No johan on.	2	0				fi	
566739d40118e6d8d63810c2d0ae004877d24ed3cbfe5dbbf06b062fbd0d6089612f5756e68565cd9cf6f360c26e853304ef7dd6eaaf04fe992a2ff30ea52885	common_voice_fi_23719535.mp3	Miksi siis jatkaa?	2	0				fi	
566739d40118e6d8d63810c2d0ae004877d24ed3cbfe5dbbf06b062fbd0d6089612f5756e68565cd9cf6f360c26e853304ef7dd6eaaf04fe992a2ff30ea52885	common_voice_fi_23719536.mp3	Tällaisina päivinä tulevat mieleen entiset päivänpaisteet.	2	0				fi	
5b1cc78755436b0eca30c3e74f6eccf00719e46ee1699b619af2bad9e1eda2c3d1776e694461746cc2bcf08abb85a8763f1b6536ae731775fe7704b8c086980c	common_voice_fi_25265778.mp3	Vappu muisti aina.	2	0	teens	male		fi	
5b1cc78755436b0eca30c3e74f6eccf00719e46ee1699b619af2bad9e1eda2c3d1776e694461746cc2bcf08abb85a8763f1b6536ae731775fe7704b8c086980c	common_voice_fi_25265779.mp3	Äänestin siksi tarkistettua ehdotusta ja lainsäädäntöpäätöslauselmaa vastaan.	2	0	teens	male		fi	
5b1cc78755436b0eca30c3e74f6eccf00719e46ee1699b619af2bad9e1eda2c3d1776e694461746cc2bcf08abb85a8763f1b6536ae731775fe7704b8c086980c	common_voice_fi_25265780.mp3	Iltakoulun yhteydessä edelliselle hallitukselle	2	0	teens	male		fi	
5b1cc78755436b0eca30c3e74f6eccf00719e46ee1699b619af2bad9e1eda2c3d1776e694461746cc2bcf08abb85a8763f1b6536ae731775fe7704b8c086980c	common_voice_fi_25265781.mp3	Olin hyvissä ajoin liikkeellä tänä aamuna;	2	0	teens	male		fi	
5b1cc78755436b0eca30c3e74f6eccf00719e46ee1699b619af2bad9e1eda2c3d1776e694461746cc2bcf08abb85a8763f1b6536ae731775fe7704b8c086980c	common_voice_fi_25265782.mp3	Ehkä hänkin tiesi, että näin olisi parempi.	2	0	teens	male		fi	
68445ebf9a4ab74c934ef90eec6807480301bad4e547c7a7e1f84e974e348f4bccfafdde148f36e8f4b56cda7f2b690a70e3683e7f524dc1ec829358e6403622	common_voice_fi_23211616.mp3	Hitler toi radion jokaiseen kotiin ja miltei myös auton.	2	0				fi	
68445ebf9a4ab74c934ef90eec6807480301bad4e547c7a7e1f84e974e348f4bccfafdde148f36e8f4b56cda7f2b690a70e3683e7f524dc1ec829358e6403622	common_voice_fi_23211617.mp3	Ilma nasahtaa.	2	0				fi	
68445ebf9a4ab74c934ef90eec6807480301bad4e547c7a7e1f84e974e348f4bccfafdde148f36e8f4b56cda7f2b690a70e3683e7f524dc1ec829358e6403622	common_voice_fi_23211618.mp3	Mistä syystä?	2	1				fi	
68445ebf9a4ab74c934ef90eec6807480301bad4e547c7a7e1f84e974e348f4bccfafdde148f36e8f4b56cda7f2b690a70e3683e7f524dc1ec829358e6403622	common_voice_fi_23211619.mp3	Me istuimme kohta melkein pimeässä.	2	0				fi	
68445ebf9a4ab74c934ef90eec6807480301bad4e547c7a7e1f84e974e348f4bccfafdde148f36e8f4b56cda7f2b690a70e3683e7f524dc1ec829358e6403622	common_voice_fi_23211620.mp3	Lipussa oli kaksi sisäkkäistä ympyrää:	2	0				fi	
6e9bd752c61905d58a50f2a536c50956a3f76c43ba367c96223bb4192c546510bd263a9b9e894c271faa72cb1030976d34a0827374ec112794392049d6f8b0da	common_voice_fi_25507023.mp3	Äänestämme siksi tätä mietintöä vastaan.	2	0				fi	
6e9bd752c61905d58a50f2a536c50956a3f76c43ba367c96223bb4192c546510bd263a9b9e894c271faa72cb1030976d34a0827374ec112794392049d6f8b0da	common_voice_fi_25507024.mp3	Äänestimme siksi tyhjää tästä mietinnöstä toimitetussa äänestyksessä.	2	0				fi	
